-,-,-
0.36,8.93,3.68
0.47,9.15,3.64
0.49,9.02,3.69
0.33,8.99,3.70
0.08,8.88,3.79
0.41,9.15,3.63
-0.00,8.65,3.76
-0.97,7.40,3.95
-0.67,4.88,3.61
-2.06,4.04,2.92
-1.87,8.56,1.18
-1.70,8.25,0.15
-0.73,9.76,-0.67
-1.08,10.27,-1.74
0.11,9.64,-2.23
-0.36,11.25,-3.31
-0.84,12.36,-4.25
-1.84,11.34,-4.32
-0.94,12.73,-4.24
-1.40,11.44,-3.82
-1.96,10.02,-3.57
-1.12,14.49,-3.96
-1.55,13.86,-3.68
-1.75,11.57,-3.33
1.38,10.62,-2.06
1.34,9.62,-0.93
1.26,7.40,0.21
2.61,7.95,0.71
1.32,6.38,1.31
1.76,6.17,2.48
1.63,5.49,3.32
0.53,5.71,3.77
0.93,6.22,4.10
1.17,8.32,3.87
1.01,7.82,3.90
1.36,8.71,3.62
1.84,9.30,3.40
1.82,9.22,3.53
2.31,8.39,3.97
2.38,9.23,3.71
1.90,8.95,3.78
2.14,9.58,3.22
1.67,9.20,3.41
1.64,8.75,3.49
0.72,7.48,2.76
-0.97,4.91,2.30
-1.95,1.99,3.12
-0.59,4.00,2.37
1.81,9.91,0.23
1.36,11.12,-2.02
3.81,13.32,-3.50
8.19,7.82,-4.09
2.77,15.63,-5.07
2.89,12.23,-3.73
1.90,10.57,-2.75
2.04,13.25,-3.18
2.90,16.01,-3.86
2.85,17.79,-5.50
3.65,10.00,-2.25
3.13,2.83,0.87
2.61,2.38,2.28
2.86,4.03,2.64
3.48,4.87,2.53
3.89,5.18,2.36
4.33,6.20,2.23
4.27,7.13,2.32
4.34,7.83,2.51
4.61,8.33,2.57
4.48,8.25,2.59
4.74,8.66,2.46
4.69,8.67,2.48
5.00,8.93,2.36
4.64,8.60,2.28
4.44,8.67,2.28
4.08,8.51,2.09




-,-,-
0.28,9.40,1.57
0.26,9.39,1.61
0.10,9.32,1.50
-0.01,9.33,1.70
0.03,9.54,1.65
-0.23,9.67,1.74
-0.12,9.22,1.77
-0.37,9.73,1.80
0.33,9.38,2.02
0.02,9.24,1.79
-1.01,7.35,1.82
-0.85,6.20,1.99
-1.96,4.50,2.52
-1.78,3.22,2.11
-0.41,7.19,-0.12
-0.57,9.42,-0.76
-2.11,13.34,-1.87
1.43,14.97,-3.07
1.35,15.49,-4.20
0.19,14.42,-3.51
0.12,13.69,-3.14
-0.15,11.45,-1.85
-0.13,11.90,-1.12
-0.28,12.05,-1.02
0.40,10.77,-1.08
1.17,8.60,-0.22
0.98,7.06,0.54
0.20,6.88,1.06
0.89,7.51,1.33
0.46,4.87,2.04
0.46,4.95,2.49
-0.02,4.36,2.54
-0.37,5.16,1.89
-1.60,5.06,1.80
-2.15,7.41,0.84
-2.65,8.82,0.32
-1.73,8.96,-0.02
-0.14,9.93,-0.38
0.21,11.65,-1.10
0.39,12.37,-1.22
0.37,13.82,-1.60
0.28,15.91,-2.52
1.02,15.30,-2.19
0.58,14.04,-1.43
0.89,12.51,-0.82
0.28,10.54,-0.17
0.06,9.29,0.34
0.98,8.68,0.64
0.91,6.10,1.13
0.92,6.55,1.19
0.92,6.39,1.63
0.59,7.04,1.93
0.69,7.03,2.17
-0.14,7.56,2.00
-0.50,8.62,1.98
-0.23,9.46,1.70




-,-,-
0.27,9.55,1.84
0.40,9.40,2.01
0.65,9.06,2.14
0.33,9.06,2.22
0.27,9.35,2.21
0.02,9.05,2.35
-0.26,8.89,2.38
-0.60,8.02,2.48
0.46,10.17,1.77
0.56,10.37,1.64
0.06,8.86,1.87
-1.23,6.22,2.24
-1.26,2.61,3.60
-3.24,1.91,3.65
-3.57,6.22,0.88
-2.17,12.23,-2.63
0.68,16.49,-4.17
1.76,13.93,-3.03
