-,-,-
0.43,9.22,1.40
0.35,9.59,1.40
0.24,9.43,1.45
0.17,9.28,1.45
0.24,9.37,1.48
-0.05,9.43,1.46
0.43,9.40,1.59
0.25,9.68,1.56
-0.91,8.43,1.32
-2.24,5.18,1.55
-1.13,3.02,-0.08
-1.66,5.70,-2.55
-0.71,7.56,-3.03
-0.49,8.74,-3.20
1.35,13.16,-4.84
2.23,14.14,-5.68
2.39,12.99,-4.70
1.43,12.77,-4.39
1.87,13.35,-4.39
1.83,14.26,-4.61
2.11,13.11,-3.99
1.90,13.24,-2.88
1.14,11.43,-2.80
2.61,10.07,-1.31
1.68,10.23,0.50
1.05,6.49,0.44
0.02,4.53,2.05
-0.34,4.16,2.70
0.12,3.03,2.73
-0.71,2.75,1.90
-1.53,4.30,1.25
-2.45,4.19,0.78
-2.41,5.67,-0.23
-0.22,9.46,-0.46
1.63,9.66,-1.22
3.28,13.53,-0.74
3.18,15.32,-1.35
2.79,16.07,-1.79
2.63,18.07,-2.09
2.05,17.13,-2.31
1.55,16.20,-1.04
0.27,12.82,-1.85
2.95,7.10,0.25
0.60,3.44,2.11
0.53,2.10,2.49
2.31,1.93,3.14
1.73,8.09,4.42
2.56,6.99,3.84
2.48,6.38,4.48
2.27,7.54,5.32
2.83,6.77,4.87
2.60,7.64,5.32
2.20,8.09,5.32
2.89,7.40,5.30
2.79,7.67,5.25




-,-,-
-0.11,9.40,1.41
-0.25,9.23,1.54
-0.10,9.28,1.54
-0.30,9.53,1.53
-0.28,9.70,1.44
-0.41,8.98,1.44
-1.41,7.50,1.28
-2.38,5.41,0.48
-1.72,3.18,-0.27
-1.03,4.06,-0.14
0.17,8.15,-1.17
0.23,11.46,-2.92
2.25,14.83,-3.52
1.39,16.33,-3.41
1.12,16.34,-3.81
1.10,17.12,-3.68
1.42,15.25,-2.99
1.44,14.35,-1.54
0.64,9.57,-1.21
1.60,6.71,0.55
1.07,5.65,2.25
0.87,4.61,2.37
0.35,3.89,2.59
0.39,4.01,2.50
0.26,3.90,1.43
-0.89,3.49,0.90
-2.13,4.14,0.78
-0.52,8.21,0.20
0.21,10.06,-0.34
1.39,10.55,-0.18
1.27,13.39,-0.55
2.95,14.21,-1.45
3.58,15.43,-1.61
2.49,16.34,-1.80
2.13,15.97,-1.31
1.92,15.03,-0.34
2.53,9.91,-0.30
3.57,8.71,1.69
1.72,6.34,1.74
2.44,3.98,1.66
3.40,6.14,3.01
2.49,4.27,2.91
2.05,5.33,3.67
2.84,6.60,4.25
2.57,6.87,4.51
2.64,7.86,5.16
3.37,7.56,4.87
3.30,7.65,4.70
2.63,8.36,5.10
3.05,8.08,4.77
3.08,7.39,4.67
2.67,7.67,4.79
2.73,7.20,4.58




-,-,-
0.64,8.74,3.15
0.10,8.27,2.91
-0.56,7.11,2.97
-0.07,7.40,2.47
-2.08,6.80,1.24
-1.61,0.94,-0.26
-2.41,0.78,-1.96
0.47,10.08,-4.06
2.29,14.18,-5.61
2.90,15.89,-6.09
3.23,18.39,-6.17
3.42,16.41,-5.87
3.17,16.95,-5.30
1.69,14.68,-4.81
3.26,11.89,-3.33
1.67,11.32,-2.30
2.04,4.78,-0.57
1.82,6.11,1.56
0.95,4.69,1.48
1.12,3.83,2.84
1.35,4.82,3.85
0.39,3.60,3.47
0.04,4.53,3.27
-0.82,5.24,2.82
-1.11,3.11,1.76
-1.48,4.12,0.61
-0.12,9.15,0.03
1.29,8.85,-0.44
1.62,10.36,-0.93
1.88,13.09,-1.80
3.45,14.95,-1.68
1.89,13.96,-1.72
3.03,14.92,-1.77
2.83,16.58,-1.90
2.35,17.04,-1.66
2.90,15.22,-1.80
3.70,11.57,-0.14
3.30,8.43,0.71
1.35,4.49,1.72
2.41,5.11,2.57
2.32,2.92,2.38
2.08,2.83,3.71
2.65,3.94,3.81
2.44,5.05,4.28
2.27,8.52,6.04
3.61,6.62,4.89
3.63,7.03,5.35
3.38,7.84,5.79
3.35,7.50,5.55




-,-,-
0.07,9.35,0.86
0.55,9.02,0.55
0.44,9.74,0.81
0.28,9.18,0.74
0.52,9.51,0.97
0.06,9.24,0.64
-1.06,9.52,0.78
-2.57,6.94,0.28
-3.61,4.05,-0.34
-2.82,3.23,-1.57
1.15,4.18,-1.84
0.75,9.46,-1.38
1.03,13.67,-0.82
2.65,16.12,-2.18
2.86,17.56,-2.24
2.86,16.62,-1.86
1.92,16.12,-1.82
1.54,13.89,-1.84
1.32,12.28,-1.04
0.29,9.69,-0.38
1.31,8.66,0.17
1.30,6.88,0.14
1.08,7.06,0.04
1.01,6.54,0.62
1.09,4.66,1.00
0.52,6.96,1.16
-0.26,5.25,0.23
0.62,4.98,0.03
-1.46,5.61,-0.56
0.04,5.75,-0.32
0.75,7.64,-0.62
0.45,9.50,-0.62
1.29,12.19,-1.03
1.25,12.75,-1.39
2.40,13.09,-1.75
2.01,13.75,-1.62
2.37,12.55,-1.30
2.39,15.47,-0.75
2.77,14.80,-1.80
