-,-,-
-2.26,9.34,-0.61
-2.32,9.23,-0.55
-2.04,9.23,-0.47
-2.26,9.22,-0.47
-2.13,9.30,-0.51
-2.25,9.17,-0.52
-2.23,9.16,-0.53
-2.17,9.05,-0.60
-1.98,9.18,-0.77
-2.75,9.94,-1.13
-3.75,12.82,-1.39
-5.15,13.25,-1.94
-3.89,11.82,-1.19
-2.09,11.52,0.11
-3.16,9.96,0.61
-0.57,8.82,1.63
0.70,9.52,2.63
0.96,3.54,3.28
1.69,4.62,3.92
0.89,5.76,4.41
0.33,3.96,3.70
-0.10,4.51,3.11
-0.27,2.49,1.62
-0.02,0.66,-0.23
-2.05,2.38,-2.24
-0.46,8.81,-3.02
-2.41,16.37,-3.22
-1.14,19.20,-3.76
-0.52,23.31,-3.19
0.30,20.69,-3.27
1.64,13.27,-1.73
2.82,7.95,0.45
2.21,1.25,1.58
2.83,4.48,2.89
3.54,7.81,1.70
6.97,4.62,0.60
1.28,10.29,-0.48
-8.82,9.89,0.67
-6.79,9.11,1.12
-6.25,8.01,2.16
-3.63,9.13,1.64
-0.20,9.69,1.19
0.40,9.25,1.63
-1.07,8.98,2.33
-1.31,8.78,2.44
-1.40,9.53,2.21
-0.34,9.32,1.95
-0.47,9.11,1.73
0.25,9.47,5.14
-3.28,10.84,1.59
-1.29,7.52,2.23
-0.55,8.50,2.49
-1.59,9.06,2.42




-,-,-
-2.49,9.33,-1.14
-2.09,9.33,-1.22
-2.49,9.45,-1.18
-2.09,9.24,-1.12
-2.46,9.17,-1.09
-2.11,9.53,-1.17
-2.34,9.10,-1.14
-2.38,9.17,-1.03
-1.98,9.21,-1.15
-2.37,10.35,-0.92
-4.03,12.95,-1.09
-3.55,14.98,-0.63
-0.76,13.56,0.61
-0.62,9.29,1.22
-0.40,8.04,1.97
-2.37,6.91,2.98
-2.40,5.37,2.71
-3.96,8.11,3.20
-5.58,6.03,3.22
-4.63,4.07,3.22
-2.51,4.56,3.35
1.44,2.04,3.54
4.39,1.00,3.68
8.16,6.53,4.54
9.96,7.70,3.98
6.54,12.34,2.67
-0.06,16.23,1.25
-3.87,13.74,-1.20
-7.54,12.62,-1.06
-5.21,9.71,-0.75
-6.30,8.86,-0.67
-4.67,9.02,-0.45
-2.66,7.44,0.34
0.08,6.10,1.38
2.01,4.27,1.93
5.10,4.42,1.56
7.38,7.21,0.45
13.38,9.38,0.50
6.50,12.91,-3.21
0.59,14.26,-3.28
-2.16,14.67,-3.69
-6.28,9.58,-4.32
-6.52,10.10,-3.55
-4.25,7.87,-2.44
-1.47,8.01,-1.77
-0.59,8.96,-1.37
0.27,9.06,-1.40
-0.25,9.56,-1.66
-0.99,9.64,-1.67
-1.49,9.21,-1.88
-1.99,9.43,-2.08
-1.30,10.41,-2.44
-1.49,9.80,-2.24
-1.16,9.20,-1.99
-1.46,9.25,-1.84
-1.28,9.31,-1.91
-1.23,9.53,-2.07
-1.02,9.74,-2.14
-1.56,9.68,-1.92
-1.25,9.12,-1.86




-,-,-
2.46,8.16,4.17
2.21,8.20,4.15
2.35,8.11,4.08
2.25,8.29,4.09
2.46,8.56,4.05
2.89,8.14,4.12
3.21,7.70,4.28
3.68,8.22,4.38
3.69,7.24,3.95
4.59,6.35,4.16
1.12,7.70,3.87
1.87,6.18,3.96
-1.12,8.29,3.51
-1.78,6.76,3.27
-0.47,7.27,2.88
-2.45,7.91,1.78
-2.88,7.67,0.92
-2.29,8.27,-0.32
-6.16,9.44,-1.41
-4.05,9.68,-2.56
-5.19,11.51,-3.28
-2.35,9.17,-3.68
-2.54,12.08,-4.07
-2.68,12.38,-4.68
-1.16,10.60,-4.22
-1.11,11.17,-3.58
2.28,8.35,-2.76
2.51,9.33,-1.86
2.48,8.45,-1.97
2.36,8.85,-1.88
-1.05,10.31,-1.80
-0.99,10.07,-2.15
-1.01,9.52,-2.10
-1.28,9.40,-1.94
-0.77,9.13,-1.99
-0.34,9.45,-1.97
-1.30,9.82,-1.91
-0.27,9.60,-2.11
-0.91,9.13,-1.88
-0.71,9.43,-1.89
-1.02,9.79,-1.98
-1.08,9.61,-2.00
-0.85,9.67,-1.87




-,-,-
-2.08,8.84,-3.00
-2.45,8.94,-3.05
-2.11,8.94,-3.17
-2.60,9.17,-3.22
-2.04,9.15,-3.23
-2.55,8.79,-3.13
-2.34,9.30,-3.22
-2.70,10.06,-3.25
-3.43,11.81,-3.29
-3.31,13.38,-3.12
-2.52,11.63,-3.18
-0.91,10.20,-1.13
-0.72,11.37,-0.09
0.03,7.30,1.21
-1.43,6.49,2.13
-0.76,6.28,2.64
-1.18,6.35,2.67
-1.23,6.50,2.78
-1.20,7.93,2.75
-1.86,8.42,2.12
-1.67,8.51,2.48
-1.98,9.18,2.35
-3.45,7.90,1.85
-2.33,9.28,2.19
-2.01,9.37,1.82
-1.71,7.92,1.95
-0.50,8.04,2.17
-0.60,8.69,1.93
-0.17,8.04,1.69
0.80,7.80,1.96
0.50,7.69,1.96
1.69,7.78,1.50
0.68,8.71,1.58
1.35,9.04,0.94
2.10,10.25,0.13
2.39,10.25,0.76
0.49,15.06,-1.37
1.29,12.09,-1.29
0.92,11.41,-0.60
-1.16,11.07,-0.51
-2.32,10.28,-0.61
-3.37,9.74,-0.38
-4.76,9.18,-0.26
-5.17,8.75,-0.38
-4.43,8.30,-0.50
-3.01,8.79,-0.63
-2.21,9.41,-0.69
-1.66,9.19,-0.40
-0.88,9.46,-0.30
-1.56,9.38,-0.22
-0.87,9.46,-0.58
-1.09,9.86,-0.60
-1.44,9.73,-0.56
-1.51,9.50,-0.48
-1.50,9.55,-0.45
-1.34,9.24,-0.45
-1.21,9.37,-0.48
-1.04,9.50,-0.55
-1.22,9.43,-0.46




-,-,-
0.19,9.15,3.06
0.47,8.86,2.94
0.75,9.00,2.99
0.53,9.02,2.91
0.43,8.82,3.17
0.65,8.96,3.12
0.17,8.89,2.94
0.18,9.17,2.88
0.25,8.61,2.81
0.05,9.07,2.93
0.35,8.67,3.04
0.22,8.81,3.30
1.85,9.33,3.14
1.89,8.91,3.07
2.26,8.72,2.63
1.60,9.11,2.91
0.60,9.08,2.94
-0.06,9.49,3.05
-0.14,8.83,3.16
0.28,8.76,3.03
0.09,8.63,2.96
0.20,9.09,3.14
-0.18,8.85,3.37
1.38,8.65,3.34
4.39,8.37,3.14
6.68,7.67,2.62
6.27,9.37,1.50
-1.02,8.54,1.82
-2.55,6.98,2.28
-3.64,6.44,2.49
-3.79,6.88,1.77
0.36,7.12,0.50
-2.57,8.94,-0.02
0.56,9.81,-0.48
-3.51,10.92,-0.78
-6.53,12.48,-0.14
-3.31,11.69,-1.80
-5.87,9.64,-1.17
-3.95,10.30,-1.68
0.14,9.99,-1.50
4.55,11.05,-1.73
5.33,10.79,-1.86
5.13,10.84,-2.05
2.18,10.84,-1.45
-0.37,9.72,-0.52
-1.76,8.52,-0.17
-0.76,8.37,-0.64
-0.93,10.43,-1.05
3.64,13.68,-2.49
5.03,11.30,-1.60
-4.73,12.46,2.02
-1.93,9.32,1.13
-5.32,5.70,0.94
-7.58,3.28,0.71
-7.88,7.70,0.35
-2.48,8.92,0.21
3.32,9.74,0.31
7.37,10.20,-0.08
6.67,10.03,0.92
1.76,9.67,1.69
-0.50,8.82,2.49
-0.16,9.64,2.56
-0.90,9.37,2.12
0.52,9.74,1.16
1.05,9.12,1.32
0.28,9.21,1.68
0.28,10.08,1.54
1.11,8.96,0.92
1.87,9.53,0.91
1.12,8.71,1.57
0.55,9.67,1.66
1.07,10.13,0.99
0.87,9.24,0.61
0.82,10.56,0.78
0.58,9.33,0.83
0.57,9.25,1.23
0.64,9.96,1.28
0.77,9.62,0.92
1.13,9.94,0.79
1.47,9.51,1.00
1.24,8.62,1.54
1.42,8.76,1.55
1.24,9.10,1.27
1.08,9.36,1.38




-,-,-
0.09,9.65,1.91
0.47,9.62,1.82
0.27,9.36,1.95
0.42,9.55,2.01
0.20,9.07,1.99
0.21,9.32,2.12
0.50,9.18,2.05
0.50,9.37,2.16
0.81,9.39,2.48
1.62,9.74,2.69
3.34,8.74,2.33
2.39,7.79,2.22
