-,-,-
1.00,9.75,0.17
0.42,9.83,0.39
1.22,9.60,0.22
0.41,9.57,0.30
1.17,9.38,0.14
0.44,9.69,0.27
1.06,9.53,0.15
0.68,9.63,0.37
1.27,9.68,0.34
1.02,9.69,0.47
1.52,9.66,0.33
1.61,9.44,0.26
1.31,8.97,0.43
0.85,9.41,0.42
0.35,8.86,0.35
0.02,9.21,0.30
0.74,8.54,0.13
0.59,8.72,0.15
-0.25,8.88,0.18
-0.79,10.03,-0.03
-0.02,9.61,-0.39
0.10,9.49,-0.53
-0.14,9.42,-0.47
0.23,10.07,-0.80
-0.23,9.71,-0.79
0.71,10.55,-1.33
-0.33,10.45,-0.96
1.28,10.26,-1.35
0.36,10.53,-0.89
1.31,10.22,-1.07
1.79,11.18,-1.19
1.33,11.17,-0.86
1.22,10.85,-0.81
2.50,10.59,-0.87
2.49,9.51,-0.36
2.94,9.67,-0.25
2.01,9.36,0.35
3.63,8.92,0.10
2.23,9.28,0.51
2.97,8.13,0.49
1.63,7.76,0.88
1.71,7.54,0.72
0.45,8.05,0.62
-1.41,9.24,0.79
-2.35,9.52,0.97
-1.12,10.02,0.66
-0.61,10.00,0.60
0.62,9.73,0.49
1.03,9.30,0.57
0.00,9.20,0.98
-0.06,9.51,0.80
-0.11,9.65,0.59
0.37,9.90,0.46
0.32,9.72,0.59




-,-,-
0.39,9.62,0.44
0.09,9.73,0.56
0.73,9.81,0.39
0.35,9.87,0.48
1.40,9.55,0.44
0.47,9.25,0.64
1.41,9.07,0.25
-0.06,9.16,0.50
0.80,8.67,0.08
-0.34,8.64,0.39
0.91,8.95,-0.12
-0.79,9.30,0.27
0.02,9.07,-0.06
-0.79,9.24,-0.21
-0.83,9.55,-0.32
0.26,9.48,-0.69
-1.06,9.80,-0.58
-0.43,10.12,-0.96
-0.28,9.54,-1.00
-0.43,9.42,-1.13
-0.45,10.76,-1.08
0.28,10.74,-1.40
-0.35,10.61,-1.23
0.80,10.24,-1.51
0.40,10.42,-1.29
0.55,10.55,-1.23
1.56,10.65,-1.19
1.34,10.51,-1.05
1.81,10.44,-1.12
1.61,9.91,-0.80
1.85,9.42,-0.53
1.61,9.25,-0.20
2.29,9.31,-0.33
2.16,9.47,-0.02
2.57,9.33,0.00
2.26,9.30,0.06
1.64,8.92,0.35
2.26,8.53,0.28
1.20,8.51,0.55
1.01,8.62,0.56
0.41,8.93,0.58
-0.73,9.13,0.72
-0.62,9.25,0.52
-1.06,10.20,0.65
0.30,9.92,0.27
0.08,10.05,0.47
1.24,9.53,0.25
0.72,9.67,0.45
0.39,9.18,0.69
0.79,9.31,0.50
0.61,9.78,0.54




-,-,-
0.70,9.54,0.12
0.30,9.61,0.27
0.48,9.74,0.29
