-,-,-
0.07,10.44,2.86
-1.58,9.07,3.25
-0.56,9.97,2.69
0.41,11.09,2.48
-0.01,10.21,2.71
-0.53,9.74,2.74
-0.68,9.76,2.87
-0.12,11.06,2.97
0.31,9.17,2.99
0.14,7.89,3.11
-0.11,10.10,3.38
0.48,8.90,3.27
1.36,6.15,2.84
3.04,6.39,2.34
0.38,7.13,2.77
-3.60,7.39,3.09
-2.49,8.40,3.09
-0.71,8.46,2.04
-2.09,7.93,1.74
-3.13,8.91,1.51
-3.51,14.20,0.36
-1.77,9.72,-0.23
-4.12,13.69,0.42
-4.14,11.89,-0.37
-3.13,13.46,-0.63
-1.99,15.94,-1.21
-0.87,11.56,-1.34
-1.96,13.75,-0.99
1.00,12.87,-1.62
2.49,11.65,-1.42
1.99,14.38,-0.85
2.56,9.78,-0.65
2.20,9.62,-0.01
2.31,10.96,0.45
2.43,7.86,0.89
1.19,8.04,1.94
1.47,6.83,2.08
0.72,7.65,2.76
-0.29,7.17,2.93
-1.79,7.73,3.18
-1.96,8.74,3.71
-2.15,6.94,3.62
-3.36,7.90,4.01
-4.16,8.54,4.25
-3.74,8.36,4.35
-3.45,9.71,4.02
-2.30,9.98,3.50
-1.87,9.45,3.33
-1.87,10.36,3.32
-0.89,10.31,3.14
-1.11,9.47,3.28
-1.50,9.56,3.63
-0.84,8.65,3.70
-1.31,8.96,3.68
-1.02,10.05,3.52




-,-,-
-1.05,9.11,3.34
-1.60,9.65,3.58
-1.58,9.58,3.50
-1.19,9.00,3.61
-1.21,10.08,3.60
-1.33,10.22,3.46
-0.92,10.57,3.41
0.26,8.61,3.02
0.48,8.75,3.26
0.99,7.23,3.34
-0.90,6.95,3.33
-2.25,6.93,3.36
-1.00,6.37,3.04
-2.10,7.65,2.51
-1.83,9.29,2.21
-3.38,10.20,2.11
-4.01,6.93,2.10
-3.70,10.59,1.51
-3.42,12.20,0.61
-5.46,10.21,1.01
-5.14,10.91,0.35
-3.40,11.47,-0.37
-3.27,13.22,-0.36
-3.58,10.89,-0.28
-3.10,12.37,-0.28
-1.71,13.92,-0.88
-1.60,13.39,-0.56
-1.31,12.36,-0.56
1.58,11.30,-1.48
3.20,13.14,-1.10
1.48,9.97,-0.39
0.81,8.92,0.56
3.34,10.67,0.48
3.02,9.54,0.78
-0.53,6.92,2.45
-1.27,7.52,3.43
0.50,7.86,3.18
-0.16,5.84,3.19
-2.73,6.02,3.76
-2.47,5.98,3.57
-3.28,7.73,3.85
-4.80,7.59,4.18
-4.29,7.32,3.81
-2.64,10.25,3.28
-2.74,11.89,2.92
-2.10,11.32,2.77
-1.67,11.38,2.62
-1.96,11.79,2.69
-1.77,9.73,2.43
-1.46,10.02,2.53
-0.91,9.50,2.53
-1.68,8.91,2.86
-2.02,8.97,3.17
-1.14,9.39,2.97
-0.94,9.60,2.79
-1.68,10.18,2.95
-1.60,9.27,2.91




-,-,-
-2.49,11.91,1.13
-2.27,11.63,1.35
-1.78,9.68,1.34
-1.96,8.33,1.41
-1.50,7.19,1.45
-0.08,5.21,1.10
-1.84,8.51,1.17
-4.47,7.94,1.29
-6.82,10.25,1.29
-5.00,9.21,0.31
-4.73,10.56,0.23
-5.84,11.08,-0.01
-4.65,11.64,-0.75
-2.49,12.87,-1.14
-2.56,12.99,-0.95
-2.90,14.35,-1.16
-0.30,13.86,-2.17
2.46,14.33,-2.83
3.05,12.08,-2.19
1.04,10.64,-0.28
1.03,8.79,0.80
2.50,7.98,1.01
2.60,7.60,1.46
0.68,7.20,2.65
-0.53,6.38,3.09
-0.31,7.06,3.01
-0.69,7.07,3.30
-2.11,7.55,3.64
-2.84,6.22,3.78
-3.70,7.94,3.92
-2.21,6.07,3.31
-4.36,7.90,3.82
-5.26,8.73,3.96
-3.34,8.37,2.82
-3.51,11.11,2.71
-2.27,8.95,2.72
-2.25,11.03,2.60
-2.44,11.28,2.92
-4.29,10.86,3.00
-3.88,11.60,2.77
-1.98,10.55,2.02
-2.41,10.64,2.36
-2.61,8.63,2.72
-2.88,9.01,2.66
-1.59,9.67,2.49




-,-,-
-3.55,13.01,1.75
-4.25,9.27,1.31
-4.99,9.72,1.83
-3.60,11.33,0.86
-3.46,10.73,0.54
-4.91,12.74,0.47
-3.57,13.06,-0.83
-0.75,13.07,-1.67
0.32,13.01,-1.96
-0.38,12.91,-1.44
-0.24,13.00,-1.03
0.27,12.31,-1.03
2.06,11.41,-0.67
1.00,10.88,0.23
0.46,10.34,0.88
1.87,10.01,1.13
2.83,9.29,1.21
1.43,7.78,1.83
1.48,7.47,2.20
1.45,5.83,2.90
0.53,5.11,2.82
-0.95,5.05,3.19
-2.13,8.02,3.54
-2.29,5.99,3.22
-4.85,6.68,4.01
-3.20,8.67,3.92
-2.54,7.90,2.28
-4.75,11.54,3.01
-3.95,12.36,3.03
-3.30,11.33,2.65
-1.95,11.83,2.37
-0.69,11.05,2.31
-1.00,10.93,2.34
-0.48,9.68,1.94
-0.52,10.90,2.10
-0.58,8.76,2.09
-1.88,9.80,2.69
-1.38,8.70,2.43
-1.63,10.40,2.52
