-,-,-
-1.26,8.76,2.83
-1.08,9.05,2.73
-1.39,9.20,2.73
-1.27,9.13,2.68
-1.31,9.17,2.77
-1.29,9.24,2.84
-1.27,9.31,2.76
-1.45,9.27,2.80
-1.35,9.16,2.85
-1.67,8.68,2.90
-1.07,8.75,2.71
-2.01,7.23,2.70
-2.20,6.72,2.25
-1.37,2.11,1.53
0.45,-1.34,0.82
-0.89,3.27,-0.45
-1.14,9.96,-1.06
-2.02,14.25,-0.32
-2.10,18.85,-0.96
-2.56,18.23,-1.43
-3.18,15.72,-1.07
-4.66,12.67,-0.83
-5.53,10.24,-1.11
-7.08,8.36,-0.48
-6.00,8.66,-0.67
-1.73,7.48,-0.75
4.61,10.06,-2.20
9.45,10.13,-2.89
6.90,11.35,-0.78
2.36,8.83,1.14
0.79,8.54,0.94
-0.09,9.15,0.61
-1.83,9.28,0.89
-0.95,10.28,0.48
-0.75,9.55,0.53




-,-,-
-2.14,8.85,2.29
-2.83,8.74,2.41
-2.40,8.95,2.35
-2.20,9.13,2.22
-2.42,8.60,2.33
-2.10,8.59,2.49
-2.47,8.84,2.32
-2.60,8.92,2.23
-2.33,8.26,2.05
-1.93,7.30,1.66
-0.94,5.16,1.19
-1.47,3.70,1.27
1.17,4.14,0.97
-1.30,7.07,0.13
-2.11,10.13,-0.14
-3.44,10.13,0.23
-5.09,13.77,-0.18
-7.62,14.78,-0.06
-5.79,14.63,-1.02
-6.87,13.68,-1.07
-4.29,11.07,-1.16
-1.54,9.85,-0.86
2.84,9.28,-1.05
6.36,9.09,-0.83
4.87,8.60,0.16
3.56,8.34,0.69
1.83,8.33,0.60
0.00,9.14,0.54
-0.66,9.66,0.48




-,-,-
-2.83,8.78,2.84
-2.64,9.02,2.83
-3.09,9.02,2.89
-2.74,8.81,2.82
-2.51,8.78,2.81
-2.76,8.71,2.87
-2.49,8.79,2.76
-2.68,8.20,2.72
-2.68,8.49,2.63
-2.64,7.99,2.52
-2.07,7.14,1.99
-1.71,4.77,1.40
-0.73,2.81,1.62
-0.02,5.03,0.37
-2.36,7.83,0.44
-0.61,7.26,0.99
-3.99,10.62,0.55
-2.82,11.70,0.84
-2.36,14.56,-0.01
-4.02,17.04,-1.38
-2.97,16.63,-2.20
-3.35,13.61,-1.82
-3.09,11.79,-0.85
-0.23,8.11,0.10
2.69,6.85,0.37
3.62,7.38,0.24
4.10,7.72,0.18
2.77,8.22,0.53
0.70,8.91,0.77
-0.29,10.06,0.69
-0.17,10.12,0.34


